variant,seed,split_seed,fault_id,auroc,auprc,detected_run_ratio,detection_delay,prefault_run_alarm_rate,architecture
F1,44,42,11,0.9477639214032908,0.9800328310026462,1.0,11.05,0.0,tcn
F1,44,42,12,0.8021988950650842,0.9162590240432172,1.0,26.95,0.0,tcn
F1,44,42,13,0.9888326189410722,0.9963058837479408,1.0,36.5,0.0,tcn
F1,44,42,14,0.9965704178732437,0.9986745307927616,1.0,5.9,0.0,tcn
F1,44,42,15,0.5186739085947738,0.7204420611085018,0.0,,0.0,tcn
F1,44,42,16,0.5126010072992521,0.7158224273714705,0.0,,0.0,tcn
F1,44,42,17,0.9844199369066506,0.9945241341705756,1.0,32.9,0.0,tcn
F1,44,42,18,0.9347489826536437,0.9756786561381233,1.0,59.3,0.0,tcn
F1,44,42,19,0.9492643146580471,0.9802092710552888,1.0,35.35,0.0,tcn
F1,44,42,20,0.9857697345468756,0.995169563530679,1.0,43.75,0.0,tcn
F1,44,42,21,0.5013755872624908,0.7078801618334191,0.0,,0.0,tcn
F1,44,42,22,0.55894044347795,0.7484057165823259,0.0,,0.0,tcn
F1,44,42,23,0.5478617173274949,0.7398015290628553,0.0,,0.0,tcn
F1,44,42,24,0.9667906775200048,0.9876748542953163,1.0,17.6,0.0,tcn
F1,44,42,25,0.9239929688761667,0.9716422056171278,1.0,21.45,0.0,tcn
F1,44,42,26,0.921441512908988,0.9708845827843602,1.0,34.65,0.0,tcn
F1,44,42,27,0.7896854516697301,0.9076467995690648,1.0,26.5,0.0,tcn
F1,44,42,28,0.5683094329365035,0.7646099482967852,0.0,,0.0,tcn
F0-C,44,42,1,0.998935164125304,0.9996332253523998,1.0,7.25,0.0,tcn
F0-C,44,42,2,0.9975170893230717,0.9991358833548035,1.0,16.3,0.0,tcn
F0-C,44,42,3,0.5231041391604072,0.7208734266310984,0.0,,0.0,tcn
F0-C,44,42,4,0.5016232822841814,0.7102187441796485,1.0,4.0,0.0,tcn
F0-C,44,42,5,0.49439031952257145,0.7045964869674266,0.0,,0.0,tcn
