condition,fault_id,group,auroc_loss_mean,auroc_loss_sd,positive_seeds,signflip_p,bh_q_global,bh_q_within_fault,fpr_delta_mean,fpr_delta_ci_low,fpr_delta_ci_high,ci_outside_tolerance,ci_fully_inside_tolerance
occlude_XMV_04,1,NO_GAIN,0.00016729235880399428,2.8088575585772125e-05,5,0.0625,0.11824324324324324,0.10416666666666667,1.7347234759768072e-19,-0.0014500000000000001,0.0013,False,True
occlude_XMV_04,2,NO_GAIN,0.0005026744186047427,4.06081376591875e-05,5,0.0625,0.11824324324324324,0.10416666666666667,0.0002000000000000001,-0.0010499999999999997,0.00145,False,True
occlude_XMV_04,3,GAIN,0.003895224252491669,0.0005699299943890279,5,0.0625,0.11824324324324324,0.1171875,0.00010000000000000013,-0.001,0.00125,False,True
occlude_XMV_04,4,GAIN,0.005251121262458502,0.003514219958263397,5,0.0625,0.11824324324324324,0.1171875,-0.0017499999999999998,-0.0029500000000000004,-0.0005499999999999999,False,True
occlude_XMV_04,5,NO_GAIN,0.0020859053156146333,0.000836239278123714,5,0.0625,0.11824324324324324,0.20833333333333334,-0.00075,-0.0018499999999999999,0.0004000000000000002,False,True
occlude_XMV_04,6,NO_GAIN,-1.5307308970058388e-05,1.8973147675626152e-05,1,0.1875,0.29605263157894735,0.3125,-0.00034999999999999994,-0.0013,0.0006000000000000001,False,True
occlude_XMV_04,7,GAIN,0.4158055149501661,0.014095377198877091,5,0.0625,0.11824324324324324,0.13392857142857142,0.0006500000000000001,-0.0008500000000000001,0.00225,False,True
occlude_XMV_04,8,NO_GAIN,0.0004170598006645321,0.00016260277496449156,5,0.0625,0.11824324324324324,0.15625,0.0008,-0.00035,0.0019500000000000003,False,True
occlude_XMV_04,9,NO_GAIN,0.0025670182724252476,0.0004723497353697555,5,0.0625,0.11824324324324324,0.13392857142857142,-0.0017000000000000001,-0.0027,-0.0006500000000000001,False,True
occlude_XMV_04,10,NO_GAIN,0.0021801702657806787,0.000595843288764269,5,0.0625,0.11824324324324324,0.08522727272727272,-0.00014999999999999996,-0.0015499999999999997,0.0012000000000000001,False,True
occlude_XMV_04,11,NO_GAIN,0.0013774044850498601,0.0005931711143735026,5,0.0625,0.11824324324324324,0.10416666666666667,-0.00105,-0.0021999999999999997,0.0001500000000000001,False,True
occlude_XMV_04,12,NO_GAIN,0.008354680232558098,0.0011478337668257572,5,0.0625,0.11824324324324324,0.1171875,-0.0010499999999999997,-0.00245,0.0004500000000000003,False,True
occlude_XMV_04,13,NO_GAIN,0.00012328073089695746,0.0001697625906923816,4,0.1875,0.29605263157894735,0.28125,-0.0002000000000000001,-0.00155,0.0011499999999999995,False,True
occlude_XMV_04,14,NO_GAIN,2.8887043189373962e-05,0.00025139486122145076,2,0.875,1.0,1.0,-0.001,-0.0022512499999999993,0.0002999999999999998,False,True
occlude_XMV_04,15,NO_GAIN,0.002425141196013292,0.0003834559800565328,5,0.0625,0.11824324324324324,0.1171875,-9.999999999999991e-05,-0.0012499999999999998,0.0010500000000000002,False,True
occlude_XMV_04,16,NO_GAIN,0.0036918313953488322,0.0004525770111473564,5,0.0625,0.11824324324324324,0.13392857142857142,0.00030000000000000003,-0.0010000000000000002,0.0015,False,True
occlude_XMV_04,17,NO_GAIN,0.00018852990033222384,0.00020181145337912367,4,0.1875,0.29605263157894735,0.3125,-9.999999999999991e-05,-0.00155,0.0011500000000000002,False,True
occlude_XMV_04,18,NO_GAIN,0.0036846220930232486,0.0007277019469962026,5,0.0625,0.11824324324324324,0.15625,-0.0017499999999999998,-0.0028499999999999997,-0.0006500000000000001,False,True
occlude_XMV_04,19,GAIN,0.002078442691029969,0.0005198536272125018,5,0.0625,0.11824324324324324,0.08522727272727272,-0.0008000000000000001,-0.0021000000000000003,0.0004999999999999999,False,True
occlude_XMV_04,20,NO_GAIN,8.309800664456635e-05,0.00015665186494881616,3,0.3125,0.4605263157894737,0.5208333333333334,-0.0017500000000000003,-0.0026999999999999997,-0.0009000000000000001,False,True
occlude_XMV_04,21,NO_GAIN,0.0023644310631229515,0.00042577559043604444,5,0.0625,0.11824324324324324,0.13392857142857142,0.00135,0.00015000000000000007,0.0025499999999999993,False,True
occlude_XMV_04,22,NO_GAIN,0.005264364617940198,0.00034652398201436756,5,0.0625,0.11824324324324324,0.09375,0.00015000000000000001,-0.0015499999999999997,0.0019000000000000002,False,True
occlude_XMV_04,23,NO_GAIN,0.0016822134551494727,0.0007239584322746214,5,0.0625,0.11824324324324324,0.10416666666666667,0.0010500000000000002,-0.00020000000000000004,0.0023,False,True
occlude_XMV_04,24,GAIN,0.0012211918604651873,0.0004766223109510664,5,0.0625,0.11824324324324324,0.1171875,-0.00205,-0.0031,-0.0010000000000000002,False,True
occlude_XMV_04,25,GAIN,0.005534667774086355,0.0015432429713422204,5,0.0625,0.11824324324324324,0.13392857142857142,-0.0013000000000000002,-0.0024000000000000002,-0.00015000000000000001,False,True
occlude_XMV_04,26,GAIN,0.3675607350498339,0.004293328755778785,5,0.0625,0.11824324324324324,0.09375,0.0005000000000000002,-0.0009499999999999995,0.002,False,True
occlude_XMV_04,27,NO_GAIN,0.006893563122923574,0.00183200861448366,5,0.0625,0.11824324324324324,0.09375,0.0004999999999999999,-0.0006000000000000003,0.0016,False,True
occlude_XMV_04,28,NO_GAIN,0.007981532392026569,0.0017733691309775117,5,0.0625,0.11824324324324324,0.09375,0.0014000000000000002,0.0002,0.0027,False,True
occlude_XMV_05,1,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,2,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,3,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,4,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,5,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,6,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,7,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,8,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,9,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,10,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,11,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,12,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,13,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,14,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,15,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,16,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,17,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,18,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,19,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,20,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,21,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,22,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,23,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,24,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,25,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,26,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,27,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_05,28,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_06,1,NO_GAIN,4.332225913623588e-05,8.81066395703775e-06,5,0.0625,0.11824324324324324,0.10416666666666667,0.001,-9.999999999999991e-05,0.0021000000000000003,False,True
occlude_XMV_06,2,NO_GAIN,-2.0215946843804566e-05,0.0001822313397519507,3,0.8125,0.9834293948126801,0.9375,-0.0006999999999999999,-0.0018500000000000003,0.00045000000000000004,False,True
occlude_XMV_06,3,GAIN,0.0014689285714285516,0.0009379455988727531,5,0.0625,0.11824324324324324,0.1171875,-0.00115,-0.00225,-5e-05,False,True
occlude_XMV_06,4,GAIN,0.008420352990033275,0.004034055126465949,5,0.0625,0.11824324324324324,0.1171875,0.0014500000000000003,0.00010000000000000009,0.0027500000000000003,False,True
occlude_XMV_06,5,NO_GAIN,-0.004097898671096367,0.0005997865163779451,0,0.0625,0.11824324324324324,0.20833333333333334,0.00019999999999999993,-0.0012000000000000001,0.0016499999999999998,False,True
occlude_XMV_06,6,NO_GAIN,-4.28571428572333e-06,1.2684154679594926e-05,2,0.75,0.9292035398230089,0.8653846153846154,9.999999999999996e-05,-0.0010500000000000002,0.0013000000000000002,False,True
occlude_XMV_06,7,GAIN,6.879152823922042e-05,2.3040829320127487e-05,5,0.0625,0.11824324324324324,0.13392857142857142,-0.00075,-0.0021,0.0006000000000000001,False,True
occlude_XMV_06,8,NO_GAIN,-6.556893687701404e-05,0.00035523760603729137,3,0.75,0.9292035398230089,0.8653846153846154,0.00010000000000000018,-0.0014500000000000003,0.0017500000000000003,False,True
occlude_XMV_06,9,NO_GAIN,-0.0029050498338870634,0.0005327938565072519,0,0.0625,0.11824324324324324,0.13392857142857142,0.0001499999999999999,-0.0009012499999999993,0.0012499999999999998,False,True
occlude_XMV_06,10,NO_GAIN,0.0031084219269102986,0.00046207200288553123,5,0.0625,0.11824324324324324,0.08522727272727272,-0.00019999999999999993,-0.0012499999999999996,0.0008500000000000001,False,True
occlude_XMV_06,11,NO_GAIN,-0.0009595265780730333,0.0012863929183964773,1,0.1875,0.29605263157894735,0.2556818181818182,0.00025000000000000006,-0.00135,0.001851249999999982,False,True
occlude_XMV_06,12,NO_GAIN,-0.0042378405315614655,0.0036175915299964784,0,0.0625,0.11824324324324324,0.1171875,-0.0002499999999999999,-0.0013999999999999998,0.0009500000000000003,False,True
occlude_XMV_06,13,NO_GAIN,-0.0002314742524917257,0.00013972915594843304,0,0.0625,0.11824324324324324,0.10416666666666667,-0.0008500000000000001,-0.0021999999999999997,0.0004999999999999998,False,True
occlude_XMV_06,14,NO_GAIN,0.00017720099667777322,0.0002140673826242554,4,0.125,0.205078125,0.20833333333333334,-0.0005999999999999998,-0.0019499999999999997,0.0008,False,True
occlude_XMV_06,15,NO_GAIN,0.00029004568106312246,0.0009830045707488954,2,0.5625,0.7429245283018868,0.703125,-0.0001499999999999999,-0.0014500000000000001,0.0012500000000000002,False,True
occlude_XMV_06,16,NO_GAIN,0.002109725913621241,0.000519315864906726,5,0.0625,0.11824324324324324,0.13392857142857142,-0.00035000000000000005,-0.0020000000000000005,0.0012000000000000001,False,True
occlude_XMV_06,17,NO_GAIN,0.0007743770764119917,0.0004074294068929171,5,0.0625,0.11824324324324324,0.234375,-0.00039999999999999986,-0.0018499999999999999,0.0009000000000000001,False,True
occlude_XMV_06,18,NO_GAIN,0.0016369975083056377,0.00025268526110968563,5,0.0625,0.11824324324324324,0.15625,-0.00075,-0.0021999999999999997,0.0005499999999999999,False,True
occlude_XMV_06,19,GAIN,0.0010019186046511751,0.000450950364684288,5,0.0625,0.11824324324324324,0.08522727272727272,-5e-05,-0.0014999999999999998,0.0013999999999999998,False,True
occlude_XMV_06,20,NO_GAIN,0.0003841196013289583,0.00011699544285705505,5,0.0625,0.11824324324324324,0.15625,-0.00155,-0.0027,-0.00045000000000000004,False,True
occlude_XMV_06,21,NO_GAIN,0.002643999169435218,0.0009560098264585465,5,0.0625,0.11824324324324324,0.13392857142857142,0.0006000000000000002,-0.00045,0.0018500000000000003,False,True
occlude_XMV_06,22,NO_GAIN,-0.007348151993355456,0.0014808774498011202,0,0.0625,0.11824324324324324,0.09375,-0.0011,-0.0028,0.0006000000000000002,False,True
occlude_XMV_06,23,NO_GAIN,0.0013078446843853841,0.000681751225433035,5,0.0625,0.11824324324324324,0.10416666666666667,0.00019999999999999996,-0.00135,0.0016499999999999998,False,True
occlude_XMV_06,24,GAIN,-0.002647790697674357,0.0014195948596604994,0,0.0625,0.11824324324324324,0.1171875,-0.0004000000000000001,-0.0016999999999999997,0.0009500000000000001,False,True
occlude_XMV_06,25,GAIN,0.0029658388704318916,0.00323347132865808,4,0.125,0.205078125,0.20833333333333334,0.0011500000000000002,-0.0004499999999999999,0.00285,False,True
occlude_XMV_06,26,GAIN,-2.4431063122909437e-05,0.0003307065664539686,1,0.875,1.0,1.0,-0.0010999999999999998,-0.0027500000000000003,0.0004499999999999997,False,True
occlude_XMV_06,27,NO_GAIN,-0.0007066112956810588,0.0018826002884463036,2,0.4375,0.6084437086092715,0.5965909090909091,0.00019999999999999993,-0.0008500000000000001,0.0011999999999999997,False,True
occlude_XMV_06,28,NO_GAIN,-0.0014296428571428875,0.0008804526323532701,0,0.0625,0.11824324324324324,0.09375,0.0004999999999999999,-0.0006000000000000001,0.0015999999999999996,False,True
occlude_XMV_07,1,NO_GAIN,1.432308970104046e-05,4.8268473581135414e-05,4,0.5,0.6730769230769231,0.6818181818181818,-5.204170427930421e-20,-0.0010000000000000002,0.0009000000000000001,False,True
occlude_XMV_07,2,NO_GAIN,0.00014928571428574067,2.3494110894163903e-05,5,0.0625,0.11824324324324324,0.10416666666666667,0.00045,-0.0002000000000000001,0.00115,False,True
occlude_XMV_07,3,GAIN,-0.00023784468438539096,0.0003127117100959583,1,0.1875,0.29605263157894735,0.2556818181818182,0.0004999999999999999,-0.0002499999999999999,0.0012499999999999998,False,True
occlude_XMV_07,4,GAIN,0.0003982142857142934,0.0010865145805432973,3,0.5,0.6730769230769231,0.625,-0.00045000000000000004,-0.0012000000000000001,0.00024999999999999995,False,True
occlude_XMV_07,5,NO_GAIN,-0.00042313538205981385,0.0003849622083232868,1,0.125,0.205078125,0.20833333333333334,0.00025000000000000006,-0.0005,0.001,False,True
occlude_XMV_07,6,NO_GAIN,-1.779900332226081e-05,1.9054597994102716e-05,1,0.125,0.205078125,0.234375,0.0002000000000000001,-0.0005499999999999999,0.0009000000000000001,False,True
occlude_XMV_07,7,GAIN,-2.98089700996762e-05,1.3037168817481876e-05,0,0.0625,0.11824324324324324,0.13392857142857142,0.00030000000000000003,-0.0005500000000000001,0.0012000000000000001,False,True
occlude_XMV_07,8,NO_GAIN,0.00010204318936886114,0.00012129577035273811,4,0.125,0.205078125,0.234375,0.00045,-0.00045,0.0014,False,True
occlude_XMV_07,9,NO_GAIN,-0.0005533471760797548,0.00038468021533148163,1,0.125,0.205078125,0.1875,0.0005499999999999999,-0.0002499999999999999,0.00135,False,True
occlude_XMV_07,10,NO_GAIN,0.0009907724252491644,0.0006459900273577978,4,0.125,0.205078125,0.15625,9.999999999999994e-05,-0.0006500000000000001,0.0009499999999999998,False,True
occlude_XMV_07,11,NO_GAIN,-0.00036056478405308565,0.0003212282936928794,0,0.0625,0.11824324324324324,0.10416666666666667,0.00030000000000000003,-0.00035000000000000005,0.0009512499999999822,False,True
occlude_XMV_07,12,NO_GAIN,-0.00047835548172761035,0.0008919932415890272,2,0.3125,0.4605263157894737,0.390625,-5.000000000000013e-05,-0.00145,0.0013,False,True
occlude_XMV_07,13,NO_GAIN,9.575581395351306e-05,4.608412533327595e-05,5,0.0625,0.11824324324324324,0.10416666666666667,0.0002999999999999999,-0.00055,0.00115,False,True
occlude_XMV_07,14,NO_GAIN,8.305647840489705e-06,1.3798878441979048e-05,3,0.375,0.5412371134020618,0.5625,0.00015,-0.0006999999999999999,0.0010500000000000002,False,True
occlude_XMV_07,15,NO_GAIN,0.0005452450166112844,0.0005358998194247325,4,0.125,0.205078125,0.20833333333333334,-0.00045,-0.0010499999999999997,9.999999999999996e-05,False,True
occlude_XMV_07,16,NO_GAIN,0.000220502491694341,0.0005300696319384204,3,0.4375,0.6084437086092715,0.65625,-0.0001,-0.0008,0.0005499999999999999,False,True
occlude_XMV_07,17,NO_GAIN,-0.0003290822259136128,0.00012728311453315944,0,0.0625,0.11824324324324324,0.234375,4.336808689942018e-20,-0.0007000000000000001,0.0006000000000000001,False,True
occlude_XMV_07,18,NO_GAIN,4.737126245846213e-05,0.0013635551321043472,2,0.875,1.0,1.0,-0.00024999999999999995,-0.00105,0.0005,False,True
occlude_XMV_07,19,GAIN,0.07627120431893689,0.01395286651514233,5,0.0625,0.11824324324324324,0.08522727272727272,0.00045,-0.00015000000000000004,0.0010999999999999998,False,True
occlude_XMV_07,20,NO_GAIN,0.00036575581395354996,0.0002466607140476203,4,0.125,0.205078125,0.234375,0.0003,-0.0004999999999999999,0.0012,False,True
occlude_XMV_07,21,NO_GAIN,-0.00011689784053152686,0.00024069371725574768,3,0.5,0.6730769230769231,0.625,-0.00010000000000000009,-0.00095,0.0008,False,True
occlude_XMV_07,22,NO_GAIN,0.0004186254152823921,0.00022645830951473065,5,0.0625,0.11824324324324324,0.09375,5.000000000000002e-05,-0.0006000000000000001,0.0007000000000000001,False,True
occlude_XMV_07,23,NO_GAIN,4.29360465115991e-05,8.978333692564491e-05,3,0.375,0.5412371134020618,0.5625,0.00015000000000000001,-0.00045,0.00075,False,True
occlude_XMV_07,24,GAIN,0.0003518770764119994,0.0002755788990122342,5,0.0625,0.11824324324324324,0.1171875,-4.999999999999998e-05,-0.00095,0.0009500000000000001,False,True
occlude_XMV_07,25,GAIN,0.0012092691029900403,0.0010387037075814838,4,0.125,0.205078125,0.20833333333333334,0.0004,-0.0005999999999999998,0.00155,False,True
occlude_XMV_07,26,GAIN,0.00043532807308976906,0.0001307989922494046,5,0.0625,0.11824324324324324,0.09375,0.0007499999999999999,0.0001,0.0015,False,True
occlude_XMV_07,27,NO_GAIN,-3.248754152824773e-05,0.00029324651180910166,3,0.75,0.9292035398230089,0.9375,0.0004,-0.0003000000000000001,0.00115,False,True
occlude_XMV_07,28,NO_GAIN,-9.577657807307016e-05,0.0006196977511484486,2,0.6875,0.8697289156626506,0.859375,0.00034999999999999994,-0.0005499999999999999,0.0012000000000000001,False,True
occlude_XMV_08,1,NO_GAIN,-5.838870431928989e-06,3.875488841670505e-05,4,1.0,1.0,1.0,-9.999999999999998e-05,-0.0008500000000000001,0.0005000000000000001,False,True
occlude_XMV_08,2,NO_GAIN,3.527408637882257e-05,2.6729973034596433e-05,4,0.125,0.205078125,0.1875,-0.0001,-0.0006000000000000001,0.0004,False,True
occlude_XMV_08,3,GAIN,-0.00014372508305648957,0.00020823409403120552,2,0.25,0.37906137184115524,0.3125,-9.999999999999994e-05,-0.0005999999999999998,0.00035000000000000005,False,True
occlude_XMV_08,4,GAIN,4.5651993355533274e-05,0.00042704497251456705,3,0.6875,0.8697289156626506,0.7932692307692307,0.00035,-0.00015,0.0008500000000000001,False,True
occlude_XMV_08,5,NO_GAIN,-9.484219269103588e-05,0.00032447305858308205,2,0.5625,0.7429245283018868,0.6490384615384616,-5.000000000000006e-05,-0.0007500000000000001,0.00065,False,True
occlude_XMV_08,6,NO_GAIN,-1.5456810631220287e-05,1.8072691781256786e-05,2,0.25,0.37906137184115524,0.3125,9.999999999999998e-05,-0.0004,0.0005999999999999998,False,True
occlude_XMV_08,7,GAIN,-1.4850498338825346e-05,2.6717856821478505e-05,2,0.375,0.5412371134020618,0.5625,0.0002,-0.0004,0.0008500000000000001,False,True
occlude_XMV_08,8,NO_GAIN,9.822259136220702e-05,0.0001089713792174822,5,0.0625,0.11824324324324324,0.15625,-4.9999999999999894e-05,-0.0006499999999999999,0.0005000000000000001,False,True
occlude_XMV_08,9,NO_GAIN,3.0303156146183065e-05,0.0002069189810228903,3,0.75,0.9292035398230089,0.8653846153846154,0.00045000000000000004,-9.999999999999991e-05,0.001,False,True
occlude_XMV_08,10,NO_GAIN,0.00015781146179398852,0.00010476091858971988,5,0.0625,0.11824324324324324,0.08522727272727272,0.00015000000000000001,-0.00045,0.00075,False,True
occlude_XMV_08,11,NO_GAIN,8.820598006686886e-06,8.552702728101684e-05,2,1.0,1.0,1.0,-0.00014999999999999996,-0.0006000000000000001,0.00030000000000000003,False,True
occlude_XMV_08,12,NO_GAIN,-5.379983388709153e-05,0.00024170603927562505,2,0.625,0.8052147239263804,0.7211538461538461,-4.336808689942018e-20,-0.00075,0.0006500000000000002,False,True
occlude_XMV_08,13,NO_GAIN,5.078903654531786e-06,5.72269149011729e-05,3,0.875,1.0,1.0,-1.0842021724855044e-19,-0.0007000000000000001,0.0006000000000000001,False,True
occlude_XMV_08,14,NO_GAIN,-1.156561461792549e-05,3.187624432143679e-05,3,0.5625,0.7429245283018868,0.7670454545454546,-9.999999999999996e-05,-0.0006000000000000001,0.00035000000000000016,False,True
occlude_XMV_08,15,NO_GAIN,2.8181063122900695e-05,0.00021648254127064115,3,0.8125,0.9834293948126801,0.9375,-0.00025000000000000006,-0.00075,0.0002499999999999999,False,True
occlude_XMV_08,16,NO_GAIN,-2.9385382059810005e-05,0.00017459988527678027,1,0.75,0.9292035398230089,0.9375,-0.0003500000000000001,-0.0009000000000000001,0.00015000000000000001,False,True
occlude_XMV_08,17,NO_GAIN,9.551495016668632e-06,5.878313641023569e-05,2,0.8125,0.9834293948126801,1.0,0.00035000000000000005,-0.00034999999999999983,0.00095,False,True
occlude_XMV_08,18,NO_GAIN,8.556893687705625e-05,0.0003349867934244538,2,0.75,0.9292035398230089,0.9375,-0.00034999999999999994,-0.0010999999999999998,0.0001500000000000001,False,True
occlude_XMV_08,19,GAIN,0.07110468438538206,0.005875430400029052,5,0.0625,0.11824324324324324,0.08522727272727272,-0.00015000000000000001,-0.0007000000000000001,0.0004999999999999999,False,True
occlude_XMV_08,20,NO_GAIN,1.7304817275731742e-05,7.906673782899037e-05,4,0.625,0.8052147239263804,0.9375,-0.0002,-0.0009,0.0003999999999999999,False,True
occlude_XMV_08,21,NO_GAIN,8.57475083056558e-05,0.0003231754725817496,2,0.875,1.0,1.0,4.9999999999999914e-05,-0.0005500000000000004,0.00075,False,True
occlude_XMV_08,22,NO_GAIN,-2.9754983388707857e-05,0.00046690659844997393,3,0.8125,0.9834293948126801,1.0,-0.0001499999999999999,-0.0008,0.0004000000000000002,False,True
occlude_XMV_08,23,NO_GAIN,-1.7682724252465754e-05,0.00015289017306893357,1,0.625,0.8052147239263804,0.78125,0.00015000000000000001,-0.0005499999999999999,0.0008500000000000001,False,True
occlude_XMV_08,24,GAIN,6.227990033222942e-05,0.00015469165950949808,3,0.5625,0.7429245283018868,0.703125,-0.00024999999999999995,-0.0008,0.0002500000000000001,False,True
occlude_XMV_08,25,GAIN,0.0001658305647840086,0.00039986390002243064,4,0.4375,0.6084437086092715,0.546875,0.00015,-0.00035000000000000016,0.0006999999999999999,False,True
occlude_XMV_08,26,GAIN,-0.000198264119601288,0.0001543286073118627,0,0.0625,0.11824324324324324,0.09375,-5.000000000000009e-05,-0.0007000000000000001,0.0004999999999999999,False,True
occlude_XMV_08,27,NO_GAIN,0.0003924667774086288,0.00024008032584754458,5,0.0625,0.11824324324324324,0.09375,-0.00025,-0.0009499999999999998,0.0005,False,True
occlude_XMV_08,28,NO_GAIN,-1.860465116254595e-06,0.0004916130077357157,4,1.0,1.0,1.0,-0.0003,-0.0012,0.0005499999999999999,False,True
occlude_XMV_09,1,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,2,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,3,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,4,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,5,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,6,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,7,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,8,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,9,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,10,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,11,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,12,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,13,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,14,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,15,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,16,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,17,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,18,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,19,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,20,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,21,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,22,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,23,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,24,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,25,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,26,GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,27,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_09,28,NO_GAIN,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,True
occlude_XMV_10,1,NO_GAIN,-3.3139534882931088e-06,1.9066943819111207e-05,3,0.8125,0.9834293948126801,1.0,-0.0003000000000000001,-0.0010999999999999998,0.0003999999999999999,False,True
occlude_XMV_10,2,NO_GAIN,1.7230066445295124e-05,4.370366862285334e-05,3,0.4375,0.6084437086092715,0.546875,0.0001,-0.0004,0.00065,False,True
